coord_id,faculty_id,batch_id,session_date,session_allocated,role
2542,2832,4352,2026-02-28,1.0,Invigilator
2543,3237,4066,2025-09-19,0.5,Educator
2544,5996,4315,2026-05-02,0.25,Invigilator
2545,1577,4021,2026-01-17,0.5,Invigilator
2546,2784,4038,2026-01-01,1.0,Educator
2547,1047,4320,2025-09-03,0.5,Educator
2548,2390,4322,2025-11-26,0.25,Educator
2549,2185,4447,2025-06-15,0.5,Invigilator
2550,5687,4088,2025-08-18,1.0,Co-Educator
2551,2878,4096,2025-06-20,0.25,Invigilator
2552,2137,4050,2025-09-29,0.25,Co-Educator
2553,4318,4381,2025-08-31,0.25,Invigilator
2554,4004,4234,2025-10-23,0.25,Educator
2555,4681,4361,2026-02-16,1.0,Invigilator
2556,3029,4419,2025-11-14,1.0,Co-Educator
2557,1188,4474,2025-08-16,0.25,Educator
2558,1993,4012,2025-09-28,0.0,Co-Educator
2559,4119,4029,2025-10-28,0.75,Co-Educator
2560,1594,4056,2025-09-29,0.5,Invigilator
2561,2549,4017,2025-07-02,1.0,Educator
2562,2956,4380,2025-11-04,0.5,Co-Educator
2563,1645,4391,2025-10-24,1.0,Educator
2564,5804,4111,2025-09-22,1.0,Educator
2565,2563,4122,2026-04-25,0.75,Educator
2566,5868,4437,2026-03-15,0.25,Invigilator
2567,3707,4181,2025-09-12,0.75,Educator
2568,2742,4230,2026-04-11,0.25,Educator
2569,4543,4154,2025-11-02,0.5,Educator
2570,2546,4221,2025-11-25,0.75,Invigilator
2571,5993,4183,2026-01-29,0.75,Invigilator
2572,4896,4262,2025-09-16,0.25,Educator
2573,3898,4433,2025-07-30,0.25,Educator
2574,5406,4462,2025-11-17,0.75,Invigilator
2575,3802,4049,2026-01-29,1.0,Educator
2576,4693,4076,2025-06-19,0.25,Educator
2577,1038,4281,2026-03-13,1.0,Co-Educator
2578,4193,4094,2025-05-09,1.0,Co-Educator
2579,2883,4101,2025-08-28,0.75,Educator
2580,1798,4070,2026-05-08,0.75,Co-Educator
2581,4524,4418,2026-03-25,0.5,Invigilator
2582,5153,4364,2025-05-15,0.5,Co-Educator
2583,4807,4226,2025-07-20,0.25,Educator
2584,1287,4396,2026-03-28,0.75,Co-Educator
2585,3580,4189,2025-11-19,0.75,Educator
2586,3269,4081,2026-01-01,0.25,Invigilator
2587,2077,4100,2025-05-22,0.75,Invigilator
2588,3651,4255,2026-02-24,0.25,Co-Educator
2589,3443,4060,2025-12-02,0.25,Co-Educator
2590,3882,4450,2025-07-04,0.5,Invigilator
2591,2426,4037,2025-07-05,0.75,Educator
2592,3801,4311,2026-03-24,0.75,Co-Educator
2593,4642,4089,2025-05-08,0.75,Invigilator
2594,5298,4020,2025-09-24,1.0,Co-Educator
2595,5400,4217,2025-07-18,0.75,Invigilator
2596,3060,4481,2025-05-27,0.5,Invigilator
2597,5945,4403,2025-12-15,0.5,Educator
2598,4956,4275,2026-04-17,0.75,Co-Educator
2599,2806,4481,2025-11-29,0.25,Invigilator
2600,3890,4403,2025-09-10,0.0,Invigilator
2601,5743,4080,2026-03-02,0.25,Co-Educator
2602,5218,4238,2026-04-21,1.0,Co-Educator
2603,2801,4472,2026-03-12,1.0,Educator
2604,1245,4473,2026-03-16,0.75,Invigilator
2605,3820,4348,2025-11-10,1.0,Invigilator
2606,5966,4208,2026-04-08,0.75,Educator
2607,1803,4250,2025-09-29,0.5,Educator
2608,3557,4433,2025-12-11,0.5,Invigilator
2609,3128,4401,2025-06-14,1.0,Invigilator
2610,3308,4411,2025-10-21,0.25,Invigilator
2611,1407,4232,2025-12-02,1.0,Invigilator
2612,5102,4036,2025-09-05,0.5,Educator
2613,4618,4455,2025-07-01,0.0,Educator
2614,3362,4260,2025-07-11,0.5,Co-Educator
2615,3561,4271,2025-06-08,1.0,Educator
2616,1032,4012,2026-02-14,0.5,Co-Educator
2617,3893,4386,2025-09-25,0.0,Educator
2618,4805,4408,2026-04-22,0.5,Co-Educator
2619,5689,4424,2026-03-14,0.25,Invigilator
2620,5549,4219,2025-11-20,0.75,Invigilator
2621,5389,4036,2026-03-17,0.25,Educator
2622,1344,4252,2025-11-29,0.25,Co-Educator
2623,2471,4133,2026-02-20,0.25,Co-Educator
2624,1051,4442,2025-06-19,0.25,Invigilator
2625,5890,4053,2025-05-31,0.5,Educator
2626,3034,4359,2025-05-21,1.0,Co-Educator
2627,3149,4476,2025-12-17,0.5,Invigilator
2628,1892,4056,2026-04-03,0.75,Educator
2629,2723,4150,2025-09-07,0.25,Co-Educator
2630,3322,4357,2025-09-13,1.0,Educator
2631,1102,4482,2026-04-18,1.0,Educator
2632,2719,4415,2026-03-02,1.0,Invigilator
2633,4649,4487,2026-01-12,0.75,Educator
2634,3554,4149,2025-11-18,0.25,Invigilator
2635,3298,4249,2025-06-22,0.75,Invigilator
2636,5863,4272,2026-04-18,0.25,Co-Educator
2637,4213,4231,2026-03-19,0.5,Educator
2638,1828,4165,2026-05-02,0.75,Invigilator
2639,4811,4372,2025-08-26,1.0,Educator
2640,3286,4041,2025-08-25,0.5,Co-Educator
2641,5639,4056,2025-09-09,0.25,Invigilator
2642,3143,4140,2026-03-08,1.0,Educator
2643,3010,4201,2025-12-13,0.5,Invigilator
2644,1600,4172,2025-10-29,0.5,Educator
2645,1919,4318,2025-10-28,0.75,Co-Educator
2646,1635,4144,2026-02-22,0.5,Educator
2647,1479,4096,2025-05-28,0.5,Co-Educator
2648,2195,4343,2025-06-22,1.0,Co-Educator
2649,3146,4162,2025-07-05,1.0,Educator
2650,5706,4353,2025-07-02,0.75,Co-Educator
2651,1719,4037,2026-01-19,0.5,Invigilator
2652,5901,4057,2025-07-23,0.5,Invigilator
2653,5535,4306,2025-09-09,0.25,Co-Educator
2654,4338,4381,2025-07-31,0.5,Invigilator
2655,1293,4213,2025-12-28,1.0,Invigilator
2656,4629,4116,2025-05-27,0.25,Invigilator
2657,1682,4193,2025-05-19,0.75,Educator
2658,4318,4132,2025-08-25,0.5,Invigilator
2659,2781,4165,2025-07-06,1.0,Educator
2660,5496,4437,2025-10-07,1.0,Co-Educator
2661,2877,4063,2025-10-05,1.0,Co-Educator
2662,4380,4448,2025-12-10,0.0,Invigilator
2663,5739,4162,2026-03-24,1.0,Invigilator
2664,2238,4025,2026-02-05,0.75,Invigilator
2665,3945,4198,2025-10-30,1.0,Co-Educator
2666,4650,4480,2025-10-15,1.0,Co-Educator
2667,1513,4468,2026-04-13,1.0,Invigilator
2668,2703,4022,2025-10-30,0.75,Co-Educator
2669,4356,4115,2025-12-29,0.5,Invigilator
2670,1620,4149,2026-04-11,0.75,Invigilator
2671,4312,4289,2025-08-18,0.5,Educator
2672,4740,4235,2025-06-19,0.5,Educator
2673,3669,4097,2026-03-13,0.25,Educator
2674,4759,4211,2026-02-18,0.75,Educator
2675,5096,4058,2025-11-30,1.0,Invigilator
2676,2484,4222,2025-06-29,0.25,Co-Educator
2677,5418,4400,2025-09-26,0.25,Co-Educator
2678,2922,4190,2025-08-05,0.5,Educator
2679,4813,4047,2026-01-21,0.0,Co-Educator
2680,2756,4130,2025-06-15,0.75,Co-Educator
2681,5855,4366,2026-04-13,0.5,Invigilator
2682,5043,4177,2025-07-20,0.5,Invigilator
2683,4154,4359,2026-04-16,0.5,Educator
2684,4884,4431,2025-05-24,1.0,Co-Educator
2685,2583,4228,2025-07-05,0.75,Invigilator
2686,3999,4139,2025-07-19,0.5,Co-Educator
2687,5993,4069,2026-02-06,0.75,Co-Educator
2688,3769,4225,2025-10-14,1.0,Invigilator
2689,4869,4016,2025-07-24,1.0,Co-Educator
2690,2579,4206,2026-03-21,1.0,Educator
2691,3686,4422,2025-07-11,0.25,Co-Educator
2692,4558,4122,2025-07-04,0.75,Invigilator
2693,4179,4009,2025-12-01,0.5,Invigilator
2694,1866,4257,2025-07-25,0.5,Invigilator
2695,4430,4485,2026-03-19,0.0,Invigilator
2696,3731,4003,2025-08-10,1.0,Invigilator
2697,1848,4142,2026-03-18,0.5,Co-Educator
2698,3680,4405,2026-04-13,0.75,Educator
2699,1476,4220,2025-07-15,0.25,Invigilator
2700,2186,4425,2025-11-01,0.25,Co-Educator
2701,4094,4179,2025-08-01,0.5,Educator
2702,1462,4176,2025-08-08,0.25,Invigilator
2703,3355,4013,2025-05-31,0.75,Invigilator
2704,1946,4291,2025-11-24,0.5,Co-Educator
2705,5257,4116,2025-11-25,1.0,Co-Educator
2706,4044,4368,2025-11-07,0.25,Co-Educator
2707,2867,4310,2026-03-31,1.0,Co-Educator
2708,1852,4151,2025-12-03,1.0,Educator
2709,5745,4141,2025-06-26,0.5,Educator
2710,5778,4222,2025-06-03,0.25,Invigilator
2711,5832,4456,2025-05-11,0.75,Educator
2712,5875,4060,2026-03-05,0.75,Co-Educator
2713,2237,4050,2026-04-09,0.75,Co-Educator
2714,2330,4358,2025-10-18,0.75,Educator
2715,3811,4083,2025-12-23,0.5,Co-Educator
2716,5402,4381,2025-10-07,0.25,Invigilator
2717,2783,4455,2025-11-20,0.25,Invigilator
2718,5625,4357,2026-05-07,0.25,Invigilator
2719,1310,4246,2026-05-03,0.75,Co-Educator
2720,5690,4297,2025-11-09,1.0,Educator
2721,3762,4431,2025-09-12,1.0,Co-Educator
2722,4352,4263,2025-10-10,0.0,Invigilator
2723,5592,4090,2025-07-14,0.25,Invigilator
2724,5678,4079,2026-02-14,0.75,Invigilator
2725,5476,4456,2025-09-25,0.5,Invigilator
2726,3862,4381,2025-10-21,0.75,Educator
2727,2902,4221,2025-08-07,0.75,Educator
2728,4055,4174,2025-10-24,1.0,Educator
2729,3369,4187,2025-07-16,0.25,Educator
2730,5374,4453,2025-10-05,1.0,Educator
2731,5774,4208,2025-11-19,0.25,Invigilator
2732,2415,4369,2025-09-21,1.0,Educator
2733,2035,4015,2025-11-16,0.5,Invigilator
2734,5946,4222,2025-11-07,0.0,Co-Educator
2735,4777,4123,2025-10-23,1.0,Invigilator
2736,5774,4249,2026-01-28,0.75,Co-Educator
2737,4406,4256,2026-04-13,1.0,Invigilator
2738,5507,4360,2025-08-30,1.0,Educator
2739,1143,4272,2026-01-13,0.75,Invigilator
2740,3096,4064,2025-06-17,1.0,Educator
2741,5521,4064,2026-01-05,0.25,Invigilator
2742,4099,4069,2025-10-11,0.75,Co-Educator
2743,1213,4208,2025-10-28,0.75,Invigilator
2744,4890,4362,2025-07-19,0.5,Educator
2745,3535,4192,2026-02-14,0.5,Invigilator
2746,5480,4167,2026-03-05,0.75,Invigilator
2747,4028,4329,2026-01-25,0.75,Invigilator
2748,1115,4469,2025-08-25,1.0,Co-Educator
2749,3463,4020,2025-12-19,0.75,Invigilator
2750,2652,4149,2025-11-06,0.25,Invigilator
2751,5634,4219,2025-05-18,1.0,Co-Educator
2752,1678,4272,2025-11-23,0.25,Co-Educator
2753,5785,4115,2025-08-24,0.0,Invigilator
2754,4599,4181,2026-05-06,1.0,Invigilator
2755,4348,4421,2026-04-01,0.25,Invigilator
2756,3144,4287,2025-12-15,0.75,Co-Educator
2757,3993,4214,2026-01-19,1.0,Educator
2758,3899,4441,2026-01-17,0.5,Invigilator
2759,1904,4052,2026-02-21,0.75,Co-Educator
2760,3153,4481,2026-03-16,0.75,Educator
2761,2332,4071,2025-05-22,0.75,Educator
2762,2779,4041,2025-10-21,0.25,Co-Educator
2763,4706,4218,2025-11-28,0.5,Educator
2764,4827,4166,2026-03-15,0.75,Co-Educator
2765,5997,4307,2025-06-13,1.0,Invigilator
2766,2766,4494,2025-08-07,0.75,Educator
2767,3064,4194,2026-02-15,0.75,Educator
2768,4260,4434,2025-09-10,0.5,Educator
2769,1836,4239,2025-05-11,1.0,Co-Educator
2770,4549,4440,2025-06-26,0.75,Educator
2771,1851,4121,2026-04-12,0.5,Educator
2772,2173,4019,2025-06-19,0.75,Educator
2773,2701,4470,2025-08-09,0.75,Co-Educator
2774,2844,4476,2026-01-29,0.75,Invigilator
2775,1475,4376,2026-03-19,0.25,Educator
2776,3880,4324,2025-11-14,0.75,Educator
2777,1131,4357,2025-05-13,1.0,Educator
2778,5422,4184,2026-05-08,1.0,Educator
2779,2684,4167,2026-01-13,0.5,Invigilator
2780,1430,4426,2025-08-17,0.25,Co-Educator
2781,4324,4473,2025-05-11,0.5,Educator
2782,3618,4327,2026-01-19,0.75,Educator
2783,1204,4064,2026-04-19,0.75,Co-Educator
2784,4674,4465,2025-05-27,0.75,Co-Educator
2785,4856,4354,2025-06-25,0.5,Invigilator
2786,5734,4233,2026-01-10,0.25,Educator
2787,1401,4489,2025-10-01,0.0,Invigilator
2788,4370,4066,2025-06-19,0.75,Co-Educator
2789,5304,4057,2026-02-25,1.0,Educator
2790,2697,4301,2025-10-02,0.5,Invigilator
2791,1876,4379,2025-08-06,1.0,Invigilator
2792,2882,4257,2026-04-03,0.5,Invigilator
2793,4980,4459,2025-07-23,1.0,Invigilator
2794,4961,4341,2025-11-18,0.5,Co-Educator
2795,3908,4338,2025-08-30,0.25,Invigilator
2796,2270,4101,2026-01-27,0.5,Educator
2797,1300,4185,2026-02-23,0.5,Invigilator
2798,4682,4003,2025-05-15,0.75,Co-Educator
2799,4672,4065,2025-10-15,0.25,Co-Educator
2800,3579,4278,2025-06-29,0.75,Educator
2801,5206,4188,2026-02-02,0.25,Co-Educator
2802,4548,4499,2026-03-01,0.75,Co-Educator
2803,3341,4108,2025-07-02,1.0,Co-Educator
2804,5941,4054,2025-06-17,0.5,Co-Educator
2805,2871,4304,2025-11-05,1.0,Co-Educator
2806,2799,4249,2026-03-04,0.0,Invigilator
2807,2375,4339,2025-11-13,0.25,Educator
2808,3780,4433,2026-03-30,1.0,Invigilator
2809,2655,4314,2025-08-31,1.0,Co-Educator
2810,1761,4398,2025-12-09,0.5,Co-Educator
2811,3590,4200,2025-10-13,0.75,Invigilator
2812,5087,4008,2025-06-23,0.75,Invigilator
2813,5083,4138,2026-01-27,0.25,Co-Educator
2814,4590,4292,2025-06-26,1.0,Educator
2815,2740,4473,2025-07-04,0.75,Invigilator
2816,3956,4425,2025-06-15,0.25,Invigilator
2817,2404,4025,2026-04-20,0.25,Co-Educator
2818,5505,4369,2025-09-11,0.75,Invigilator
2819,5848,4192,2026-04-01,0.25,Invigilator
2820,5034,4007,2025-11-18,0.25,Co-Educator
2821,4438,4018,2025-06-07,0.5,Invigilator
2822,1400,4113,2025-10-06,0.25,Co-Educator
2823,4170,4474,2025-09-08,0.75,Educator
2824,1730,4244,2025-06-17,0.75,Invigilator
2825,1509,4006,2025-12-02,1.0,Invigilator
2826,1382,4070,2026-04-17,0.75,Educator
2827,4217,4216,2026-03-10,0.5,Educator
2828,5655,4217,2026-03-15,0.5,Educator
2829,3660,4369,2026-01-05,1.0,Invigilator
2830,3193,4075,2025-06-19,0.5,Co-Educator
2831,2284,4472,2025-11-09,1.0,Invigilator
2832,2389,4476,2025-10-20,0.75,Invigilator
2833,1024,4045,2026-04-22,0.5,Invigilator
2834,4964,4335,2025-08-15,0.25,Educator
2835,4641,4332,2026-04-30,0.75,Invigilator
2836,3244,4025,2025-06-02,1.0,Invigilator
2837,4879,4444,2026-03-11,1.0,Invigilator
2838,5565,4059,2025-10-24,0.25,Co-Educator
2839,4238,4397,2025-09-15,0.5,Educator
2840,2646,4353,2025-06-10,1.0,Invigilator
2841,1591,4104,2025-11-16,0.5,Invigilator
2842,1616,4253,2025-11-08,0.25,Invigilator
2843,1447,4453,2026-03-03,0.5,Educator
2844,3971,4367,2026-01-29,1.0,Educator
2845,3483,4364,2025-11-10,0.5,Invigilator
2846,1863,4372,2025-12-09,0.75,Co-Educator
2847,3092,4125,2025-11-25,0.5,Invigilator
2848,2139,4340,2025-06-16,0.25,Invigilator
2849,2889,4319,2026-04-10,0.0,Co-Educator
2850,3169,4041,2025-09-09,1.0,Educator
2851,2176,4155,2025-05-15,0.25,Co-Educator
2852,5217,4183,2025-12-14,0.75,Co-Educator
2853,3776,4140,2025-09-01,0.5,Invigilator
2854,1644,4012,2025-10-04,0.5,Invigilator
2855,5345,4387,2026-05-03,0.75,Educator
2856,1336,4064,2026-01-22,0.75,Educator
2857,1408,4420,2025-11-28,0.75,Invigilator
2858,4728,4260,2025-11-13,1.0,Invigilator
2859,4053,4376,2025-07-06,0.75,Co-Educator
2860,4671,4482,2025-08-21,0.25,Invigilator
2861,5470,4425,2025-07-30,1.0,Co-Educator
2862,2755,4016,2025-10-06,0.25,Co-Educator
2863,5420,4255,2025-12-07,0.5,Educator
2864,5909,4301,2026-03-24,1.0,Invigilator
2865,2622,4331,2025-06-04,0.75,Co-Educator
2866,2874,4461,2026-03-10,0.0,Co-Educator
2867,5910,4134,2025-08-30,0.5,Co-Educator
2868,3448,4160,2026-01-17,0.25,Co-Educator
2869,3574,4163,2025-11-29,0.0,Invigilator
2870,3735,4326,2025-10-20,0.5,Co-Educator
2871,2274,4409,2025-09-30,1.0,Co-Educator
2872,1040,4349,2025-05-30,0.25,Educator
2873,5472,4336,2025-11-12,1.0,Co-Educator
2874,1941,4306,2025-12-04,0.75,Co-Educator
2875,2234,4310,2025-10-27,0.75,Invigilator
2876,3484,4307,2025-08-30,1.0,Invigilator
2877,3653,4235,2026-04-07,0.25,Co-Educator
2878,5463,4210,2025-10-25,1.0,Educator
2879,1457,4005,2025-09-11,0.25,Educator
2880,5351,4065,2025-12-30,0.75,Co-Educator
2881,2288,4256,2026-04-03,1.0,Invigilator
2882,2937,4381,2025-11-22,0.75,Co-Educator
2883,5215,4453,2025-06-28,0.25,Educator
2884,5356,4445,2025-07-03,0.0,Co-Educator
2885,1851,4131,2026-01-01,1.0,Co-Educator
2886,2046,4293,2026-01-20,1.0,Co-Educator
2887,3617,4071,2025-08-07,0.5,Educator
2888,3614,4333,2025-06-20,0.5,Educator
2889,4762,4336,2025-07-19,0.5,Invigilator
2890,1006,4111,2025-12-09,0.5,Educator
2891,3633,4259,2025-12-24,0.25,Co-Educator
2892,5687,4239,2026-03-20,1.0,Invigilator
2893,5365,4207,2025-05-09,1.0,Invigilator
2894,3045,4125,2025-06-18,0.25,Educator
2895,4870,4265,2026-01-03,0.25,Invigilator
2896,3170,4170,2025-11-12,0.75,Co-Educator
2897,5537,4212,2026-04-05,0.5,Educator
2898,3488,4468,2026-01-29,0.75,Educator
2899,2988,4393,2025-12-27,0.25,Invigilator
2900,4402,4139,2025-07-24,0.75,Invigilator
2901,2548,4272,2025-06-03,1.0,Educator
2902,4642,4056,2025-08-09,0.25,Invigilator
2903,3247,4447,2025-07-20,0.75,Invigilator
2904,4641,4036,2025-11-24,0.75,Invigilator
2905,3861,4254,2025-10-19,0.75,Co-Educator
2906,3822,4211,2026-02-08,0.75,Co-Educator
2907,2509,4251,2026-04-04,0.25,Invigilator
2908,2785,4015,2026-01-19,0.5,Invigilator
2909,2428,4084,2026-03-07,0.75,Invigilator
2910,3389,4235,2025-12-09,0.5,Invigilator
2911,4239,4467,2025-10-09,0.75,Co-Educator
2912,1618,4013,2025-08-22,0.75,Invigilator
2913,5668,4210,2025-07-23,0.75,Co-Educator
2914,1995,4445,2025-09-14,0.75,Educator
2915,2045,4223,2026-02-10,0.25,Invigilator
2916,3404,4063,2025-09-28,1.0,Educator
2917,2298,4233,2026-04-17,0.5,Invigilator
2918,2475,4183,2025-12-06,1.0,Co-Educator
2919,5382,4008,2025-05-24,1.0,Co-Educator
2920,2408,4238,2025-05-23,1.0,Invigilator
2921,3359,4066,2026-02-05,0.5,Co-Educator
2922,5966,4056,2025-12-11,0.5,Co-Educator
2923,4532,4066,2025-09-04,1.0,Co-Educator
2924,1793,4018,2025-11-18,1.0,Co-Educator
2925,3754,4153,2026-02-28,0.75,Co-Educator
2926,4593,4362,2025-05-26,0.5,Educator
2927,3683,4119,2025-06-17,0.75,Invigilator
2928,3691,4189,2025-12-28,0.5,Co-Educator
2929,3975,4369,2025-06-05,0.75,Educator
2930,5998,4231,2026-05-03,0.25,Educator
2931,5345,4135,2026-03-07,0.5,Invigilator
2932,4418,4123,2025-07-21,0.5,Educator
2933,2900,4361,2026-02-27,0.25,Co-Educator
2934,3166,4383,2026-04-18,1.0,Co-Educator
2935,2020,4465,2026-04-26,1.0,Educator
2936,4412,4230,2026-02-04,0.25,Co-Educator
2937,3581,4427,2026-01-21,0.5,Co-Educator
2938,4187,4048,2026-02-16,0.25,Invigilator
2939,1580,4320,2025-07-12,0.25,Co-Educator
2940,3808,4374,2026-01-09,1.0,Co-Educator
2941,5978,4230,2026-04-05,0.75,Co-Educator
2942,3205,4134,2025-09-29,1.0,Co-Educator
2943,5219,4290,2025-10-29,0.25,Invigilator
2944,1215,4467,2025-08-20,0.75,Invigilator
2945,5774,4066,2025-12-11,0.5,Educator
2946,5758,4230,2025-07-02,0.25,Invigilator
2947,4567,4171,2025-06-23,1.0,Invigilator
2948,3029,4043,2025-10-18,0.25,Educator
2949,5316,4086,2025-06-29,1.0,Invigilator
2950,4061,4325,2026-03-15,1.0,Co-Educator
2951,4077,4139,2026-04-30,0.75,Educator
2952,1785,4159,2025-10-30,1.0,Educator
2953,1010,4240,2026-04-25,0.5,Co-Educator
2954,5975,4292,2025-06-06,0.75,Co-Educator
2955,3454,4254,2025-09-23,0.25,Co-Educator
2956,5612,4194,2025-07-19,1.0,Co-Educator
2957,3547,4018,2025-08-17,0.5,Co-Educator
2958,5778,4353,2025-06-03,1.0,Invigilator
2959,5027,4078,2025-06-17,1.0,Co-Educator
2960,1442,4278,2026-04-18,0.25,Educator
2961,3282,4121,2025-05-24,0.75,Educator
2962,2996,4416,2025-12-10,0.75,Invigilator
2963,2837,4278,2025-12-25,0.75,Invigilator
2964,1364,4315,2026-03-09,0.5,Educator
2965,2910,4077,2025-09-28,1.0,Co-Educator
2966,2041,4485,2025-08-28,1.0,Co-Educator
2967,4204,4360,2025-11-26,0.5,Co-Educator
2968,3929,4080,2026-01-12,0.0,Educator
2969,5668,4225,2025-07-20,0.75,Co-Educator
2970,3038,4051,2025-09-02,0.25,Educator
2971,5734,4239,2026-02-20,0.75,Educator
2972,4505,4332,2026-01-05,0.25,Invigilator
2973,1596,4149,2025-09-04,0.25,Educator
2974,1064,4252,2025-11-13,0.25,Invigilator
2975,5163,4162,2025-10-15,0.25,Educator
2976,1884,4088,2025-05-17,0.5,Invigilator
2977,3136,4015,2026-02-17,0.0,Educator
2978,1743,4155,2025-10-12,0.5,Co-Educator
2979,3913,4416,2025-09-22,1.0,Educator
2980,3134,4154,2025-09-07,0.5,Educator
2981,3369,4039,2025-10-12,0.0,Invigilator
2982,1571,4244,2026-03-31,0.5,Invigilator
2983,4143,4454,2025-05-31,0.25,Invigilator
2984,2100,4144,2026-02-09,1.0,Invigilator
2985,3588,4389,2025-05-09,0.5,Invigilator
2986,1194,4340,2026-04-10,0.75,Co-Educator
2987,1124,4392,2025-09-07,1.0,Invigilator
2988,2006,4460,2025-05-14,0.75,Educator
2989,1392,4062,2025-12-22,0.25,Educator
2990,4600,4087,2025-09-10,0.0,Invigilator
2991,3613,4499,2025-06-29,0.75,Invigilator
2992,3748,4136,2025-11-03,0.25,Invigilator
2993,1077,4187,2025-08-02,0.75,Co-Educator
2994,1072,4230,2025-08-20,0.25,Co-Educator
2995,3384,4255,2025-05-16,1.0,Educator
2996,5127,4068,2025-07-19,1.0,Co-Educator
2997,2202,4474,2026-01-06,0.5,Educator
2998,2389,4158,2026-03-24,0.5,Educator
2999,3685,4069,2025-10-05,1.0,Co-Educator
3000,1226,4287,2025-08-11,0.25,Co-Educator
3001,3446,4225,2026-03-12,1.0,Co-Educator
3002,4361,4308,2025-11-14,0.75,Co-Educator
3003,2213,4421,2026-04-02,0.25,Educator
3004,4426,4416,2026-01-22,0.25,Co-Educator
3005,4726,4006,2026-02-25,0.75,Educator
3006,2844,4052,2025-06-25,0.25,Educator
3007,5429,4108,2026-01-08,0.75,Invigilator
3008,5746,4256,2025-06-16,0.25,Invigilator
3009,2795,4304,2025-11-08,1.0,Co-Educator
3010,4167,4360,2026-02-15,0.75,Co-Educator
3011,5719,4190,2026-03-16,0.5,Invigilator
3012,3367,4421,2025-11-06,0.75,Invigilator
3013,4890,4140,2025-08-03,0.75,Educator
3014,1085,4043,2025-11-30,1.0,Invigilator
3015,2481,4139,2026-02-13,1.0,Co-Educator
3016,5873,4234,2026-01-06,0.5,Co-Educator
3017,2535,4045,2025-05-14,1.0,Co-Educator
3018,2559,4111,2025-08-28,0.25,Invigilator
3019,3756,4304,2026-02-18,1.0,Invigilator
3020,5961,4487,2025-09-02,0.25,Co-Educator
3021,5383,4254,2025-10-28,0.25,Educator
3022,3164,4404,2025-06-27,0.5,Educator
3023,3892,4456,2025-07-01,1.0,Co-Educator
3024,4653,4009,2025-12-05,0.75,Educator
3025,1607,4426,2025-11-15,0.25,Co-Educator
3026,2803,4028,2026-03-22,1.0,Invigilator
3027,4493,4359,2025-08-07,0.75,Educator
3028,4581,4372,2025-07-20,1.0,Educator
3029,1207,4368,2025-08-27,0.25,Co-Educator
3030,2007,4311,2025-05-18,0.75,Invigilator
3031,5286,4160,2025-06-04,1.0,Educator
3032,4850,4278,2025-10-13,0.75,Educator
3033,4699,4193,2025-10-23,0.5,Co-Educator
3034,2870,4200,2025-05-27,1.0,Educator
3035,3947,4077,2026-03-26,0.25,Educator
3036,1174,4007,2026-02-14,1.0,Invigilator
3037,2192,4389,2025-05-28,0.5,Invigilator
3038,2034,4241,2026-01-14,1.0,Educator
3039,2051,4352,2026-04-23,0.25,Educator
3040,1216,4119,2025-09-09,0.75,Educator
3041,4958,4224,2025-11-28,0.0,Educator
3042,3861,4383,2026-03-22,0.5,Educator
3043,1579,4276,2025-07-02,0.25,Co-Educator
3044,1652,4306,2025-11-12,0.5,Co-Educator
3045,5175,4045,2025-11-18,1.0,Co-Educator
3046,1760,4324,2025-07-16,0.25,Educator
3047,2531,4088,2025-08-22,1.0,Co-Educator
3048,1578,4394,2025-11-03,0.25,Educator
3049,4309,4413,2026-03-15,0.25,Invigilator
3050,3870,4285,2026-01-06,0.0,Co-Educator
3051,1367,4424,2026-01-26,0.5,Invigilator
3052,5211,4429,2026-04-29,0.25,Co-Educator
3053,1294,4246,2025-05-10,0.75,Invigilator
3054,5107,4180,2025-12-20,0.25,Co-Educator
3055,3679,4075,2026-03-28,1.0,Educator
3056,1280,4304,2026-03-10,1.0,Invigilator
3057,4809,4057,2025-09-18,0.5,Educator
3058,2611,4450,2025-05-16,0.75,Invigilator
3059,1425,4199,2025-07-30,0.0,Educator
3060,4172,4065,2026-03-27,0.25,Invigilator
3061,4612,4404,2026-01-13,0.25,Educator
3062,1535,4018,2025-11-26,0.75,Co-Educator
3063,2688,4400,2026-03-20,0.75,Invigilator
3064,3876,4411,2025-06-06,1.0,Co-Educator
3065,3952,4471,2025-10-24,0.25,Educator
3066,1329,4160,2025-11-06,0.5,Educator
3067,3964,4295,2026-04-16,0.25,Educator
3068,5728,4405,2025-12-17,0.5,Invigilator
3069,5551,4071,2025-10-15,1.0,Educator
3070,1859,4407,2025-08-09,0.75,Co-Educator
3071,1667,4165,2025-10-16,1.0,Co-Educator
3072,5860,4165,2025-11-03,0.5,Educator
3073,2227,4329,2025-05-16,0.25,Invigilator
3074,2185,4122,2025-06-25,0.25,Educator
3075,4904,4350,2026-04-03,0.75,Co-Educator
3076,5726,4385,2025-11-15,0.75,Educator
3077,3595,4282,2025-11-04,0.25,Co-Educator
3078,4356,4402,2025-08-20,0.75,Educator
3079,4509,4096,2025-11-01,0.5,Educator
3080,1142,4423,2026-04-07,0.25,Co-Educator
3081,2163,4335,2025-11-18,0.5,Co-Educator
3082,3736,4177,2025-11-16,0.5,Educator
